Categor’a nueva,,comentarios,wweia_food_category,count_vals,categ,description_text,fdc_ids
,,,4004,19,"Pasta, noodles, cooked grains","['Pasta, vegetable, cooked', 'Noodles, cooked', 'Noodles, whole grain, cooked', 'Noodles, vegetable, cooked', 'Long rice noodles, made from mung beans, cooked', 'Rice noodles, cooked', 'Pasta, cooked', 'Pasta, whole grain, cooked', 'Pasta, gluten free', 'Barley', 'Buckwheat groats', 'Millet', 'Quinoa, NS as to fat', 'Quinoa, no added fat', 'Quinoa, fat added', 'Bulgur, no added fat', 'Bulgur, fat added', 'Bulgur, NS as to fat', 'Couscous, plain, cooked']","[2343834, 2343835, 2343836, 2343837, 2343839, 2343840, 2343841, 2343842, 2343843, 2343845, 2343846, 2343861, 2343883, 2343884, 2343885, 2343922, 2343923, 2343924, 2343925]"
,,,4204,37,Rolls and buns,"['Roll, NS as to major flour', 'Roll, hard, NS as to major flour', 'Roll, bran, NS as to type of bran', 'Roll, white, soft', 'Roll, white, hard', 'Roll, white, hot dog bun', 'Roll, white, hamburger bun', 'Roll, diet', 'Roll, egg bread', 'Roll, cheese', 'Roll, French or Vienna', 'Roll, garlic', 'Roll, white, hoagie, submarine', 'Roll, Mexican, bolillo', 'Roll, sour dough', 'Breadsticks, NFS', 'Breadsticks, soft, NFS', 'Breadsticks, soft, fast food / restaurant', 'Breadsticks, soft, frozen', 'Breadsticks, soft, with parmesan cheese, fast food / restaurant', 'Breadsticks, soft, stuffed or topped with melted cheese', 'Roll, wheat or cracked wheat', 'Roll, wheat or cracked wheat, hot dog bun', 'Roll, wheat or cracked wheat, hamburger bun', 'Roll, whole wheat', 'Roll, whole wheat, hot dog bun', 'Roll, whole wheat, hamburger bun', 'Roll, whole grain white', 'Roll, whole grain white, hot dog bun', 'Roll, whole grain white, hamburger bun', 'Roll, rye', 'Roll, pumpernickel', 'Roll, oatmeal', 'Roll, multigrain', 'Roll, multigrain, hot dog bun', 'Roll, multigrain, hamburger bun', 'Roll, gluten free']","[2343070, 2343071, 2343072, 2343134, 2343135, 2343136, 2343137, 2343138, 2343139, 2343140, 2343141, 2343142, 2343143, 2343144, 2343145, 2343169, 2343172, 2343173, 2343174, 2343175, 2343176, 2343226, 2343227, 2343228, 2343229, 2343230, 2343231, 2343232, 2343233, 2343234, 2343246, 2343247, 2343253, 2343262, 2343263, 2343264, 2343280]"
,,,4206,30,Bagels and English muffins,"['Bagel', 'Bagel, with raisins', 'Bagel, with fruit other than raisins', 'Muffin, English', 'Muffin, English, with raisins', 'Muffin, English, cheese', 'Muffin, English, with fruit other than raisins', 'Bagel, whole grain white', 'Bagel, wheat', 'Bagel, whole wheat', 'Bagel, wheat, with raisins', 'Bagel, whole wheat, with raisins', 'Bagel, wheat, with fruit and nuts', 'Bagel, wheat bran', 'Muffin, English, wheat bran', 'Muffin, English, wheat bran, with raisins', 'Muffin, English, wheat or cracked wheat', 'Muffin, English, whole wheat', 'Muffin, English, wheat or cracked wheat, with raisins', 'Muffin, English, whole wheat, with raisins', 'Muffin, English, whole grain white', 'Muffin, English, rye', 'Bagel, pumpernickel', 'Muffin, English, pumpernickel', 'Bagel, oat bran', 'Muffin, English, oat bran', 'Muffin, English, oat bran, with raisins', 'Bagel, multigrain', 'Bagel, multigrain, with raisins', 'Muffin, English, multigrain']","[2343164, 2343165, 2343166, 2343178, 2343179, 2343180, 2343181, 2343188, 2343212, 2343213, 2343214, 2343215, 2343216, 2343217, 2343218, 2343219, 2343220, 2343221, 2343222, 2343223, 2343224, 2343239, 2343242, 2343243, 2343252, 2343254, 2343255, 2343265, 2343266, 2343267]"
,,,4208,7,Tortillas,"['Gordita/sope shell, plain, no filling', 'Tortilla, NFS', 'Tortilla, corn', 'Tortilla, flour', 'Tortilla, whole wheat', 'Taco shell, corn', 'Taco shell, flour']","[2343298, 2343302, 2343303, 2343304, 2343305, 2343306, 2343307]"
,,,4402,48,"Biscuits, muffins, quick breads","['Biscuit, NFS', 'Biscuit, from refrigerated dough', 'Biscuit, from fast food / restaurant', 'Biscuit, home recipe', 'Biscuit, wheat', 'Biscuit, cheese', 'Biscuit with fruit', 'Scone', 'Scone, with fruit', 'Cornbread, prepared from mix', 'Cornbread, made from home recipe', 'Cornbread muffin, stick, round', 'Cornbread muffin, stick, round, made from home recipe', 'Corn flour patty or tart, fried', 'Corn pone, baked', 'Corn pone, fried', 'Hush puppy', 'Johnnycake', 'Spoonbread', 'Arepa Dominicana', 'Muffin, NFS', 'Muffin, fruit', 'Muffin, fruit, low fat', 'Muffin, chocolate chip', 'Muffin, chocolate', 'Muffin, whole wheat', 'Muffin, wheat', 'Muffin, whole grain', 'Muffin, wheat bran', 'Muffin, bran with fruit, lowfat', 'Muffin, oatmeal', 'Muffin, oat bran', 'Muffin, plain', 'Muffin, cheese', 'Muffin, pumpkin', 'Muffin, zucchini', 'Muffin, carrot', 'Popover', 'Bread, Boston Brown', 'Bread, nut', 'Bread, pumpkin', 'Bread, fruit', 'Bread, zucchini', 'Bread, Irish soda', 'Dumpling, no meat', 'Cornmeal stick, Puerto Rican style', 'Casabe, cassava bread', 'Fritter, corn']","[2343281, 2343282, 2343283, 2343284, 2343285, 2343286, 2343287, 2343288, 2343289, 2343290, 2343291, 2343293, 2343294, 2343295, 2343296, 2343297, 2343299, 2343300, 2343301, 2343308, 2343309, 2343310, 2343311, 2343312, 2343313, 2343314, 2343315, 2343316, 2343317, 2343318, 2343319, 2343320, 2343321, 2343322, 2343323, 2343324, 2343325, 2343326, 2343327, 2343328, 2343329, 2343330, 2343331, 2343332, 2343827, 2344199, 2345066, 2345574]"
,,,4404,54,"Pancakes, waffles, French toast","['Crepe, chocolate filled', 'Crepe, fruit filled', 'Pancakes, NFS', 'Pancakes, plain, frozen', 'Pancakes, fruit, frozen', 'Pancakes, chocolate, frozen', 'Pancakes, whole grain, frozen', 'Pancakes, plain, fast food / restaurant', 'Pancakes, fruit, fast food / restaurant', 'Pancakes, chocolate, fast food / restaurant', 'Pancakes, whole grain, fast food / restaurant', 'Pancakes, school', 'Pancakes, plain', 'Pancakes, plain, reduced fat', 'Pancakes, fruit', 'Pancakes, pumpkin', 'Pancakes, chocolate', 'Pancakes, whole grain', 'Pancakes, whole grain, reduced fat', 'Pancakes, gluten free', 'Waffle, NFS', 'Waffle, plain, frozen', 'Waffle, plain, reduced fat', 'Waffle, fruit, frozen', 'Waffle, chocolate, frozen', 'Waffle, whole grain, frozen', 'Waffle, whole grain, reduced fat', 'Waffle, whole grain, fruit, frozen', 'Waffle, plain, fast food / restaurant', 'Waffle, chocolate, fast food / restaurant', 'Waffle, fruit, fast food / restaurant', 'Waffle, whole grain, fast food / restaurant', 'Waffle, school', 'Waffle, plain', 'Waffle, fruit', 'Waffle, chocolate', 'Waffle, cinnamon', 'Waffle, whole grain', 'Waffle, gluten free', 'French toast, NFS', 'French toast, frozen', 'French toast, fast food / restaurant', 'French toast, school', 'French toast, plain', 'French toast, whole grain', 'French toast, gluten free', 'French toast sticks', 'French toast sticks, fast food / restaurant', 'French toast sticks, school', 'Crepe, NFS', 'Crepe, plain', 'Chinese pancake', 'Dosa, plain', 'Dosa, with filling']","[2343519, 2343520, 2343777, 2343778, 2343779, 2343780, 2343781, 2343782, 2343783, 2343784, 2343785, 2343786, 2343787, 2343788, 2343789, 2343790, 2343791, 2343792, 2343793, 2343794, 2343795, 2343796, 2343797, 2343798, 2343799, 2343800, 2343801, 2343802, 2343803, 2343804, 2343805, 2343806, 2343807, 2343808, 2343809, 2343810, 2343811, 2343812, 2343813, 2343814, 2343815, 2343816, 2343817, 2343818, 2343819, 2343820, 2343821, 2343822, 2343823, 2343824, 2343825, 2343826, 2343830, 2344617]"
,,,4602,22,"Ready-to-eat cereal, higher sugar (>21.2g/100g)","['Cereal, ready-to-eat, NFS', ""Cereal, O's, flavored"", 'Cereal, crunch', 'Cereal, chocolate puffs', 'Cereal, cinnamon toast', 'Cereal, chocolate crispy', 'Cereal, rice crispy, flavored', 'Cereal, fruit rings', 'Cereal, fruit crispy', 'Cereal, granola', 'Cereal, corn squares, flavored', ""Cereal, O's, honey nut"", 'Cereal, frosted oats with marshmallows', 'Cereal, bran flakes, flavored', ""Cereal, K's, flavored"", 'Cereal, flavored puffs', 'Cereal, corn flakes, flavored', 'Cereal, other, NFS', 'Cereal, other, fruit flavored', 'Cereal, other, chocolate', 'Cereal, other, peanut butter', 'Cereal, other, honey']","[2343929, 2343930, 2343931, 2343933, 2343934, 2343935, 2343942, 2343943, 2343944, 2343945, 2343947, 2343948, 2343951, 2343953, 2343956, 2343957, 2343958, 2343965, 2343967, 2343968, 2343969, 2343970]"
,,,4604,20,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)","[""Cereal, O's, plain"", 'Cereal, corn squares', 'Cereal, corn flakes, plain', 'Cereal, corn puffs', 'Cereal, rice crispy, plain', 'Cereal, bran flakes, plain', 'Cereal, shredded wheat, flavored', 'Cereal, oat bunches', 'Cereal, multigrain', 'Cereal, oat squares', ""Cereal, O's, multigrain"", 'Cereal, rice squares', ""Cereal, K's, plain"", ""Cereal, O's, NFS"", 'Cereal, wheat squares', 'Cereal, plain puffs', 'Cereal, shredded wheat, plain', 'Cereal, wheat flakes', 'Cereal, other, plain', 'Cereal, reduced sugar']","[2343932, 2343936, 2343937, 2343938, 2343939, 2343940, 2343941, 2343946, 2343949, 2343950, 2343952, 2343954, 2343955, 2343959, 2343960, 2343962, 2343963, 2343964, 2343966, 2343971]"
,,,4802,21,Oatmeal,"['Oatmeal, fast food, plain', 'Oatmeal, fast food, flavored', 'Oatmeal, NFS', 'Oatmeal, regular or quick, made with water, no added fat', 'Oatmeal, regular or quick, made with water, fat added', 'Oatmeal, regular or quick, made with milk, no added fat', 'Oatmeal, regular or quick, made with milk, fat added', 'Oatmeal, regular or quick, made with non-dairy milk, no added fat', 'Oatmeal, regular or quick, made with non-dairy milk, fat added', 'Oatmeal, instant, plain, made with water, no added fat', 'Oatmeal, instant, plain, made with water, fat added', 'Oatmeal, instant, plain, made with milk, no added fat', 'Oatmeal, instant, plain, made with milk, fat added', 'Oatmeal, instant, plain, made with non-dairy milk, no added fat', 'Oatmeal, instant, plain, made with non-dairy milk, fat added', 'Oatmeal, instant, maple flavored, no added fat', 'Oatmeal, instant, maple flavored, fat added', 'Oatmeal, instant, fruit flavored, no added fat', 'Oatmeal, instant, fruit flavored, fat added', 'Oatmeal, reduced sugar', 'Oatmeal, multigrain']","[2343862, 2343863, 2343864, 2343865, 2343866, 2343867, 2343868, 2343869, 2343870, 2343871, 2343872, 2343873, 2343874, 2343875, 2343876, 2343877, 2343878, 2343879, 2343880, 2343881, 2343882]"
,,,4804,26,Grits and other cooked cereals,"['Cereal, cooked, NFS', 'Grits, NFS', 'Grits, regular or quick, made with water, NS as to fat', 'Grits, regular or quick, made with water, no added fat', 'Grits, regular or quick, made with water, fat added', 'Grits, with cheese, NS as to fat', 'Grits, with cheese, no added fat', 'Grits, with cheese, fat added', 'Grits, instant, made with water, no added fat', 'Grits, instant, made with water, fat added', 'Grits, instant, made with water, NS as to fat', 'Cornmeal mush, NS as to fat', 'Cornmeal mush, no added fat', 'Cornmeal mush, fat added', 'Masa harina, cooked', 'Cream of rice', 'Cream of wheat, NFS', 'Cream of wheat, regular or quick, made with water, no added fat', 'Cream of wheat, regular or quick, made with water, fat added', 'Cream of wheat, instant, made with water, no added fat', 'Cream of wheat, instant, made with water, fat added', 'Whole wheat cereal, cooked', 'Wheat cereal, chocolate flavored, cooked', 'Oat bran cereal, cooked', 'Upma', 'Hominy, cooked']","[2343844, 2343847, 2343848, 2343849, 2343850, 2343851, 2343852, 2343853, 2343854, 2343855, 2343856, 2343857, 2343858, 2343859, 2343860, 2343899, 2343917, 2343918, 2343919, 2343920, 2343921, 2343926, 2343927, 2343928, 2344616, 2345456]"
,,,5002,27,Potato chips,"['Potato chips, restructured, multigrain', 'Potato chips, NFS', 'Potato chips, plain', 'Potato chips, barbecue flavored', 'Potato chips, sour cream and onion flavored', 'Potato chips, cheese flavored', 'Potato chips, other flavored', 'Potato chips, ruffled, plain', 'Potato chips, ruffled, barbecue flavored', 'Potato chips, ruffled, sour cream and onion flavored', 'Potato chips, ruffled, cheese flavored', 'Potato chips, ruffled, other flavored', 'Potato chips, restructured, plain', 'Potato chips, restructured, flavored', 'Potato chips, baked, plain', 'Potato chips, baked, flavored', 'Potato chips, reduced fat', 'Potato chips, restructured, reduced fat, lightly salted', 'Potato chips, unsalted', 'Potato chips, lightly salted', 'Potato chips, restructured, lightly salted', 'Potato chips, popped, plain', 'Potato chips, popped, flavored', 'Potato chips, popped, NFS', 'Potato sticks, plain', 'Potato sticks, flavored', 'Potato sticks, fry shaped']","[2343697, 2344915, 2344916, 2344917, 2344918, 2344919, 2344920, 2344921, 2344922, 2344923, 2344924, 2344925, 2344926, 2344927, 2344928, 2344929, 2344930, 2344931, 2344932, 2344933, 2344934, 2344935, 2344936, 2344937, 2344938, 2344939, 2344940]"
,,,5004,32,"Tortilla, corn, other chips","['Bean chips', 'Soy chips', 'Chips, rice', 'Corn nuts', 'Corn chips, plain', 'Corn chips, flavored', 'Corn chips, plain (Fritos)', 'Corn chips, flavored (Fritos)', 'Cheese flavored corn snacks', 'Cheese flavored corn snacks, reduced fat', 'Tortilla chips, plain', 'Cheese flavored corn snacks (Cheetos)', 'Tortilla chips, flavored', 'Corn chips, reduced sodium', 'Tortilla chips, nacho cheese flavor (Doritos)', 'Tortilla chips, cool ranch flavor (Doritos)', 'Tortilla chips, other flavors (Doritos)', 'Tortilla chips, reduced fat, plain', 'Tortilla chips, reduced fat, flavored', 'Tortilla chips, low fat, unsalted', 'Tortilla chips, reduced sodium', 'Popcorn chips, plain', 'Popcorn chips, other flavors', 'Popcorn chips, sweet flavors', 'Onion flavored rings', 'Shrimp chips', 'Multigrain chips (Sun Chips)', 'Cracker chips', 'Vegetable chips', 'Plantain chips', 'Taro chips', 'Sweet potato chips']","[2342903, 2342909, 2343644, 2343678, 2343679, 2343680, 2343681, 2343682, 2343683, 2343684, 2343685, 2343686, 2343687, 2343688, 2343689, 2343690, 2343691, 2343692, 2343693, 2343694, 2343695, 2343725, 2343726, 2343727, 2343728, 2343729, 2343773, 2343776, 2344941, 2345061, 2345070, 2345223]"
,,,5006,26,Popcorn,"['Popcorn, NFS', 'Popcorn, movie theater, with added butter', 'Popcorn, movie theater, no butter added', 'Popcorn, air-popped, no butter added', 'Popcorn, air-popped, with added butter', 'Popcorn, popped in oil, no butter added', 'Popcorn, popped in oil, with added butter', 'Popcorn, microwave, NFS', 'Popcorn, microwave, plain', 'Popcorn, microwave, plain, light', 'Popcorn, microwave, low sodium', 'Popcorn, microwave, butter flavored', 'Popcorn, microwave, flavored, light', 'Popcorn, microwave, cheese flavored', 'Popcorn, microwave, kettle', 'Popcorn, ready-to-eat, NFS', 'Popcorn, ready-to-eat, plain', 'Popcorn, ready-to-eat, plain, light', 'Popcorn, ready-to-eat, low sodium', 'Popcorn, ready-to-eat, butter flavored', 'Popcorn, ready-to-eat, cheese flavored', 'Popcorn, ready-to-eat, flavored, light', 'Popcorn, ready-to-eat, kettle', 'Popcorn, caramel coated', 'Popcorn, caramel coated, with nuts', 'Popcorn, chocolate coated']","[2343699, 2343700, 2343701, 2343702, 2343703, 2343704, 2343705, 2343706, 2343707, 2343708, 2343709, 2343710, 2343711, 2343712, 2343713, 2343714, 2343715, 2343716, 2343717, 2343718, 2343719, 2343720, 2343721, 2343722, 2343723, 2343724]"
,,,5008,45,Pretzels/snack mix,"['Snack mix', 'Pretzels, NFS', 'Pretzels, hard, NFS', 'Pretzels, hard, plain, salted', 'Pretzels, hard, plain, lightly salted', 'Pretzels, hard, plain, unsalted', 'Pretzels, hard, flavored', 'Pretzels, hard, multigrain', 'Pretzels, hard, plain, gluten free', 'Pretzels, hard, flavored, gluten free', 'Pretzel chips, hard, plain', 'Pretzel chips, hard, flavored', 'Pretzel chips, hard, gluten free', 'Pretzels, hard, coated, NFS', 'Pretzels, hard, chocolate coated', 'Pretzels, hard, white chocolate coated', 'Pretzels, hard, yogurt coated', 'Pretzels, hard, coated, gluten free', 'Pretzels, hard, filled, NFS', 'Pretzels, hard, cheese filled', 'Pretzels, hard, peanut butter filled', 'Pretzels, soft, NFS', 'Pretzels, soft, ready-to-eat, NFS', 'Pretzels, soft, ready-to-eat, salted, buttered', 'Pretzels, soft, ready-to-eat, unsalted, buttered', 'Pretzels, soft, ready-to-eat, salted, no butter', 'Pretzels, soft, ready-to-eat, unsalted, no butter', 'Pretzels, soft, ready-to-eat, cinnamon sugar coated', 'Pretzels, soft, ready-to-eat, coated or flavored', 'Pretzels, soft, ready-to-eat, topped with meat', 'Pretzels, soft, ready-to-eat, topped with cheese', 'Pretzels, soft, from frozen, NFS', 'Pretzels, soft, from frozen, salted', 'Pretzels, soft, from frozen, unsalted', 'Pretzels, soft, from frozen, cinnamon sugar coated', 'Pretzels, soft, from frozen, coated or flavored', 'Pretzels, soft, from frozen, topped with meat', 'Pretzels, soft, from frozen, topped with cheese', 'Pretzels, soft, filled with cheese', 'Pretzels, soft, from school lunch', 'Pretzels, soft, multigrain', 'Pretzels, soft, gluten free', 'Pretzels, soft, gluten free, cinnamon sugar coated', 'Pretzels, soft, gluten free, coated or flavored', 'Snack mix, plain (Chex Mix)']","[2343696, 2343730, 2343731, 2343732, 2343733, 2343734, 2343735, 2343736, 2343737, 2343738, 2343739, 2343740, 2343741, 2343742, 2343743, 2343744, 2343745, 2343746, 2343747, 2343748, 2343749, 2343750, 2343751, 2343752, 2343753, 2343754, 2343755, 2343756, 2343757, 2343758, 2343759, 2343760, 2343761, 2343762, 2343763, 2343764, 2343765, 2343766, 2343767, 2343768, 2343769, 2343770, 2343771, 2343772, 2343774]"
,,,5202,56,"Crackers, excludes saltines","['Breadsticks, hard, NFS', 'Breadsticks, hard, reduced sodium', 'Croutons', 'Melba toast', 'Zwieback toast', 'Breadsticks, hard, whole wheat', 'Breadsticks, hard, gluten free', 'Crackers, NFS', 'Crackers, oatmeal', 'Crackers, breakfast biscuit', 'Crackers, butter, reduced sodium', 'Crackers, matzo, reduced sodium', 'Crackers, wheat, reduced sodium', 'Crackers, woven wheat, reduced sodium', 'Crackers, butter, plain', 'Crackers, butter, flavored', 'Crackers, butter (Ritz)', 'Crackers, butter, reduced fat', 'Crackers, cheese', 'Crackers, cheese (Cheez-It)', 'Crackers, cheese (Goldfish)', 'Crackers, cheese, reduced fat', 'Crackers, cheese, reduced sodium', 'Crackers, cheese, whole grain', 'Crackers, crispbread', 'Crackers, flatbread', 'Crackers, matzo', 'Crackers, milk', 'Rice cake', 'Crackers, rice', 'Crackers, rice and nuts', 'Popcorn cake', 'Rice paper', 'Crackers, multigrain', 'Crackers, sandwich', 'Crackers, sandwich, peanut butter filled', 'Crackers, sandwich, peanut butter filled (Ritz)', 'Crackers, sandwich, reduced fat, peanut butter filled', 'Crackers, whole grain, sandwich, peanut butter filled', 'Crackers, sandwich, cheese filled', 'Crackers, sandwich, cheese filled (Ritz)', 'Crackers, water', 'Crackers, wonton', 'Crackers, woven wheat', 'Crackers, woven wheat, plain (Triscuit)', 'Crackers, woven wheat, flavored (Triscuit)', 'Crackers, woven wheat, reduced fat', 'Crackers, wheat', 'Crackers, wheat, plain (Wheat Thins)', 'Crackers, wheat, flavored (Wheat Thins)', 'Crackers, wheat, reduced fat', 'Crackers, gluten free, plain', 'Crackers, gluten free, flavored', 'Pita chips', 'Bagel chips', 'Noodles, chow mein']","[2343170, 2343171, 2343177, 2343182, 2343185, 2343225, 2343279, 2343615, 2343619, 2343623, 2343624, 2343625, 2343627, 2343628, 2343629, 2343630, 2343631, 2343632, 2343633, 2343634, 2343635, 2343636, 2343637, 2343638, 2343639, 2343640, 2343641, 2343642, 2343645, 2343646, 2343647, 2343648, 2343649, 2343653, 2343654, 2343655, 2343656, 2343657, 2343658, 2343659, 2343660, 2343661, 2343662, 2343663, 2343664, 2343665, 2343666, 2343667, 2343668, 2343669, 2343670, 2343671, 2343672, 2343698, 2343775, 2343838]"
,,,5204,5,Saltine crackers,"['Crackers, saltine, reduced sodium', 'Crackers, oyster', 'Crackers, saltine', 'Crackers, saltine, reduced fat', 'Crackers, saltine, multigrain']","[2343626, 2343643, 2343650, 2343651, 2343652]"
,,,5402,33,Cereal bars,"['Cereal or granola bar (General Mills Fiber One Chewy Bar)', ""Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar)"", ""Cereal or granola bar (Kellogg's Nutri-Grain Yogurt Bar)"", ""Cereal or granola bar (Kellogg's Nutri-Grain Fruit and Nut Bar)"", ""Milk 'n Cereal bar"", ""Cereal or granola bar (Kellogg's Special K bar)"", 'Cereal or granola bar (KIND Fruit and Nut Bar)', 'Cereal or granola bar (General Mills Nature Valley Chewy Trail Mix)', 'Cereal or granola bar, with yogurt coating (General Mills Nature Valley Chewy Granola Bar)', 'Cereal or granola bar (General Mills Nature Valley Sweet and Salty Granola Bar)', 'Cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar)', 'Cereal or granola bar (Quaker Chewy Granola Bar)', 'Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar)', 'Cereal or granola bar (Quaker Chewy 25% Less Sugar Granola Bar)', 'Cereal or granola bar (Quaker Chewy Dipps Granola Bar)', 'Cereal or granola bar (Quaker Granola Bites)', 'Snack bar, oatmeal', 'Cereal or Granola bar, NFS', 'Cereal or granola bar, lowfat, NFS', 'Cereal or granola bar, nonfat', 'Cereal or granola bar, reduced sugar, NFS', 'Cereal or granola bar, fruit and nut', 'Cereal or granola bar, peanuts , oats, sugar, wheat germ', 'Cereal or granola bar, chocolate coated, NFS', 'Cereal or granola bar, with coconut, chocolate coated', 'Cereal or granola bar with nuts, chocolate coated', 'Cereal or granola bar, oats, nuts, coated with non-chocolate coating', 'Cereal or granola bar, coated with non-chocolate coating', 'Cereal or granola bar, high fiber, coated with non-chocolate yogurt coating', 'Cereal or granola bar, with rice cereal', 'Breakfast bar, NFS', 'Breakfast bar, date, with yogurt coating', 'Breakfast bar, cereal crust with fruit filling, lowfat']","[2343565, 2343566, 2343567, 2343568, 2343569, 2343570, 2343573, 2343574, 2343575, 2343576, 2343577, 2343578, 2343579, 2343580, 2343581, 2343582, 2343583, 2343584, 2343585, 2343586, 2343587, 2343588, 2343589, 2343590, 2343591, 2343592, 2343593, 2343594, 2343595, 2343596, 2343597, 2343598, 2343599]"
,,,5404,13,Nutrition bars,"['Cereal or granola bar (Kashi Chewy)', 'Cereal or granola bar (Kashi Crunchy)', 'Nutrition bar (Balance Original Bar)', 'Nutrition bar (Clif Bar)', 'Nutrition bar (Clif Kids Organic Zbar)', 'Nutrition bar (PowerBar)', 'Nutrition bar (Slim Fast Original Meal Bar)', 'Nutrition bar (Snickers Marathon Protein Bar)', 'Nutrition bar (South Beach Living Meal Bar)', 'Nutrition bar (South Beach Living High Protein Bar)', ""Nutrition bar (Tiger's Milk)"", 'Nutrition bar (Zone Perfect Classic Crunch)', 'Nutrition bar or meal replacement bar, NFS']","[2343571, 2343572, 2343600, 2343601, 2343602, 2343603, 2343604, 2343605, 2343606, 2343607, 2343608, 2343609, 2343610]"
,,,5506,66,"Doughnuts, sweet rolls, pastries","['Roll, sweet, no frosting', 'Roll, sweet, cinnamon bun, no frosting', 'Roll, sweet, cinnamon bun, frosted', 'Pan dulce, NFS', 'Pan Dulce, with fruit, no frosting', 'Roll, sweet, with fruit, frosted', 'Roll, sweet, with fruit, frosted, diet', 'Roll, sweet, frosted', 'Pan Dulce, no topping', 'Pan Dulce, with sugar topping', 'Pan Dulce, with raisins and icing', 'Coffee cake, yeast type', 'Croissant', 'Croissant, cheese', 'Croissant, chocolate', 'Croissant, fruit', 'Brioche', 'Bread, Spanish coffee', 'Pannetone', 'Fritter, plain', 'Fritter, fruit', 'Cream puff, eclair, custard or cream filled, NS as to icing', 'Cream puff, eclair, custard or cream filled, not iced', 'Cream puff, eclair, custard or cream filled, iced', 'Cream puff, eclair, custard or cream filled, iced, reduced fat', 'Cream puff, no filling or icing', 'Sopaipilla, without syrup or honey', 'Sopaipilla with syrup or honey', 'Tamale, sweet', 'Pastry, fruit-filled', 'Pastry, made with bean or lotus seed paste filling, baked', 'Pastry, made with bean paste and salted egg yolk filling, baked', 'Pastry, Chinese, made with rice flour', 'Pastry, cookie type, fried', 'Pastry, Italian, with cheese', 'Pastry, puff', 'Pastry, puff, custard or cream filled, iced or not iced', 'Cheese pastry puffs', 'Pastry, mainly flour and water, fried', 'Breakfast pastry, NFS', 'Danish pastry, plain or spice', 'Danish pastry, with fruit', 'Danish pastry, with cheese', 'Doughnut, NFS', 'Doughnut, cake type, plain', 'Doughnut, chocolate', 'Doughnut, cake type, powdered sugar', 'Doughnut, cake type, with icing', 'Doughnut, cake type, chocolate icing', 'Doughnut, chocolate, with chocolate icing', 'Doughnut holes', 'Churros', 'Beignet', 'Doughnut, yeast type', 'Doughnut, yeast type, with chocolate icing', 'Doughnut, jelly', 'Doughnut, custard-filled', 'Doughnut, custard-filled, with icing', 'Breakfast tart', 'Breakfast tart, lowfat', 'Coffee cake, crumb or quick-bread type', 'Coffee cake, crumb or quick-bread type, with fruit', 'Coffee cake, crumb or quick-bread type, cheese-filled', 'Funnel cake with sugar', 'Funnel cake with sugar and fruit', 'Pastry, cheese-filled']","[2343146, 2343147, 2343148, 2343149, 2343150, 2343151, 2343152, 2343153, 2343154, 2343155, 2343156, 2343157, 2343158, 2343159, 2343160, 2343161, 2343162, 2343163, 2343184, 2343507, 2343508, 2343512, 2343513, 2343514, 2343515, 2343516, 2343517, 2343518, 2343521, 2343530, 2343531, 2343532, 2343533, 2343534, 2343535, 2343536, 2343537, 2343538, 2343539, 2343541, 2343542, 2343543, 2343544, 2343545, 2343546, 2343547, 2343548, 2343549, 2343550, 2343551, 2343552, 2343553, 2343554, 2343555, 2343556, 2343557, 2343558, 2343559, 2343560, 2343561, 2343562, 2343563, 2343564, 2343832, 2343833, 2344210]"
,,,5702,25,Candy containing chocolate,"['Almonds, chocolate covered candy', 'Chocolate candy, other, NFS', 'Chocolate candy', 'Chocolate candy with nuts, other, NFS', 'Chocolate candy with nuts', 'Chocolate candy with cereal', 'Chocolate candy, cookie filled', 'Chocolate chips', 'Dark chocolate candy, other, NFS', 'Dark chocolate candy', 'Dark chocolate candy with nuts, other, NFS', 'Dark chocolate candy with nuts', 'Chocolate candy, fudge', 'Chocolate candy, caramel filled', 'Chocolate candy, caramel filled with nuts', 'Chocolate candy, coconut filled', 'Chocolate candy, cream filled', 'Chocolate candy, nougat filled', 'Chocolate candy, nougat filled with nuts', 'Chocolate candy, peanut butter filled', 'Chocolate candy with dried fruit', 'Chocolate candy, sugar free', 'Peanuts, chocolate covered candy', 'Chocolate candy, candy shell', 'Chocolate candy, candy shell with nuts']","[2345886, 2345887, 2345888, 2345889, 2345890, 2345891, 2345892, 2345893, 2345895, 2345896, 2345897, 2345898, 2345900, 2345901, 2345902, 2345903, 2345904, 2345905, 2345906, 2345907, 2345908, 2345909, 2345916, 2345925, 2345926]"
