Categor’a nueva,,comentarios,wweia_food_category,count_vals,categ,description_text,fdc_ids
,,,5704,23,Candy not containing chocolate,"['Candy, NFS', 'Candy, sprinkles', 'White chocolate candy', 'Candy, non chocolate, other, NFS', 'Ladoo, round ball', 'Candy, licorice', 'Candy, marshmallow', 'Candy, caramel', 'Candy, nougat with nuts', 'Candy, peanut brittle', 'Candy, mint', 'Candy, gummy', 'Candy, hard', 'Candy, lollipop', 'Cough drops', 'Candy, cotton', 'Candy, fruit flavored pieces', 'Candy, fruit snacks', 'Candy, fruit leather', 'Candy, taffy', 'Candy, non chocolate, sugar free', 'Chewing gum', 'Chewing gum, sugar free']","[2345885, 2345894, 2345899, 2345910, 2345911, 2345912, 2345913, 2345914, 2345915, 2345917, 2345918, 2345919, 2345920, 2345921, 2345922, 2345923, 2345924, 2345927, 2345928, 2345929, 2345930, 2345931, 2345932]"
,,,5802,60,Ice cream and frozen dairy desserts,"['Frozen yogurt, NFS', 'Frozen yogurt, vanilla', 'Frozen yogurt, chocolate', 'Frozen yogurt, soft serve, vanilla', 'Frozen yogurt, soft serve, chocolate', 'Frozen yogurt sandwich', 'Frozen yogurt bar, vanilla', 'Frozen yogurt bar, chocolate', 'Frozen yogurt cone, chocolate', 'Frozen yogurt cone, vanilla', 'Frozen yogurt cone, vanilla, waffle cone', 'Frozen yogurt cone, chocolate, waffle cone', 'Ice cream, NFS', 'Ice cream, vanilla', 'Ice cream, vanilla, with additional ingredients', 'Ice cream, chocolate', 'Ice cream, chocolate, with additional ingredients', 'Ice cream, soft serve, vanilla', 'Ice cream, soft serve, chocolate', 'Gelato, vanilla', 'Gelato, chocolate', 'Ice cream bar, vanilla', 'Ice cream bar, vanilla, chocolate coated', 'Ice cream candy bar', 'Ice cream bar, chocolate', 'Ice cream sandwich, vanilla', 'Ice cream sandwich, chocolate', 'Ice cream cookie sandwich', 'Ice cream cone, scooped, vanilla', 'Ice cream cone, scooped, vanilla, waffle cone', 'Ice cream cone, NFS', 'Ice cream cone, scooped, chocolate', 'Ice cream cone, scooped, chocolate, waffle cone', 'Ice cream cone, soft serve, vanilla', 'Ice cream cone, soft serve, chocolate', 'Ice cream cone, soft serve, vanilla, waffle cone', 'Ice cream cone, soft serve, chocolate, waffle cone', 'Ice cream cone, vanilla, prepackaged', 'Ice cream cone, chocolate, prepackaged', 'Ice cream sundae, NFS', 'Ice cream sundae, fruit topping', 'Banana split', 'Ice cream sundae, hot fudge topping', 'Ice cream sundae, caramel topping', 'Ice cream, fried', 'Light ice cream, NFS', 'Light ice cream, vanilla', 'Light ice cream, chocolate', 'Soft serve, blended with candy or cookies, from fast food', 'Light ice cream sandwich, vanilla', 'Light ice cream sandwich, chocolate', 'Light ice cream bar, vanilla', 'Light ice cream bar, vanilla, chocolate coated', 'Light ice cream bar, chocolate', 'Creamsicle', 'Fudgesicle', 'Light ice cream cone, vanilla, prepackaged', 'Light ice cream cone, chocolate, prepackaged', 'Sherbet, all flavors', 'Fudgesicle, light']","[2340831, 2340832, 2340833, 2340834, 2340835, 2340836, 2340837, 2340838, 2340839, 2340840, 2340841, 2340842, 2341032, 2341033, 2341034, 2341035, 2341036, 2341037, 2341038, 2341039, 2341040, 2341041, 2341042, 2341043, 2341044, 2341045, 2341046, 2341047, 2341048, 2341049, 2341050, 2341051, 2341052, 2341053, 2341054, 2341055, 2341056, 2341057, 2341058, 2341061, 2341062, 2341063, 2341064, 2341065, 2341066, 2341067, 2341068, 2341069, 2341070, 2341071, 2341072, 2341073, 2341074, 2341075, 2341076, 2341077, 2341078, 2341079, 2341080, 2341081]"
,,,5804,26,Pudding,"['Pudding, chocolate, NFS', 'Pudding, bread', 'Pudding, flavors other than chocolate, NFS', 'Custard', 'Flan', 'Creme brulee', 'Pudding, rice', 'Firni, Indian pudding', 'Pudding, tapioca, made from dry mix', 'Pudding, flavors other than chocolate, made from dry mix', 'Pudding, chocolate, made from dry mix', 'Pudding, flavors other than chocolate, made from dry mix, sugar free', 'Pudding, chocolate, made from dry mix, sugar free', 'Pudding, flavors other than chocolate, ready-to-eat', 'Pudding, flavors other than chocolate, ready-to-eat, sugar free', 'Pudding, chocolate, ready-to-eat', 'Pudding, chocolate, ready-to-eat, sugar free', 'Pudding, tapioca, ready-to-eat', 'Banana pudding', 'Mousse', 'Dulce de leche', 'Barfi or Burfi, Indian dessert', 'Trifle', 'Meringues', 'Lime souffle', 'Haupia']","[2341082, 2341083, 2341084, 2341085, 2341086, 2341087, 2341088, 2341089, 2341090, 2341091, 2341092, 2341093, 2341094, 2341095, 2341096, 2341097, 2341098, 2341099, 2341100, 2341101, 2341102, 2341103, 2341104, 2342772, 2344800, 2345876]"
,,,5806,17,"Gelatins, ices, sorbets","['Frozen fruit juice bar', 'Frozen fruit juice bar, no sugar added', 'Sorbet', 'Gelatin dessert', 'Gelatin dessert with fruit', 'Gelatin salad with vegetables', 'Gelatin dessert, sugar free', 'Gelatin dessert, sugar free, with fruit', 'Yokan', 'Italian Ice', 'Italian Ice, no sugar added', 'Popsicle, NFS', 'Popsicle', 'Popsicle, no sugar added', 'Freezer pop', 'Snow cone', 'Snow cone, no sugar added']","[2344806, 2344807, 2344808, 2345870, 2345871, 2345872, 2345873, 2345874, 2345875, 2345877, 2345878, 2345879, 2345880, 2345881, 2345882, 2345883, 2345884]"
,,,6430,21,Fried vegetables,"['Yuca fries', 'Fried broccoli', 'Sweet potato fries, NFS', 'Sweet potato fries, frozen', 'Sweet potato fries, from fresh', 'Sweet potato fries, fast food / restaurant', 'Sweet potato fries, school', 'Sweet potato tots', 'Sweet potato tots, fast food / restaurant', 'Sweet potato tots, school', 'Fried green tomatoes', 'Fried green beans', 'Fried cauliflower', 'Fried eggplant', 'Fried mushrooms', 'Fried okra', 'Fried onion rings', 'Fried summer squash, yellow or green', 'Vegetable tempura', 'Pakora', 'Pickles, fried']","[2345065, 2345164, 2345222, 2345224, 2345225, 2345226, 2345227, 2345228, 2345229, 2345230, 2345238, 2345392, 2345569, 2345575, 2345580, 2345581, 2345582, 2345585, 2345592, 2345593, 2345625]"
,,,6432,18,"Coleslaw, non-lettuce salads","['Mozzarella cheese, tomato, and basil, with oil and vinegar dressing', 'Carrots, raw, salad', 'Carrots, raw, salad with apples', 'Tomato aspic', 'Tomato and cucumber salad made with tomato, cucumber, oil, and vinegar', 'Broccoli salad with cauliflower, cheese, bacon bits, and dressing', 'Broccoli slaw salad', 'Coleslaw, fast food / restaurant', 'Coleslaw', 'Cabbage salad, NFS', 'Coleslaw, with fruit', 'Cucumber and vegetable namasu', 'Cucumber salad, made with sour cream dressing', 'Cucumber salad, made with Italian dressing', 'Cucumber salad made with cucumber and vinegar', 'Bean salad, yellow and/or green string beans', 'Pea salad', 'Pea salad with cheese']","[2341222, 2345174, 2345175, 2345270, 2345271, 2345332, 2345333, 2345334, 2345335, 2345336, 2345337, 2345338, 2345339, 2345340, 2345341, 2345536, 2345583, 2345584]"
,,,6489,8,Vegetables on a sandwich,"['Avocado, for use on a sandwich', 'Cucumber, for use on a sandwich', 'Lettuce, for use on a sandwich', 'Mushrooms, for use on a sandwich', 'Onions, for use on a sandwich', 'Pepper, for use on a sandwich', 'Spinach, for use on a sandwich', 'Tomatoes, for use on a sandwich']","[2345808, 2345809, 2345810, 2345811, 2345812, 2345813, 2345814, 2345815]"
,,,6802,48,"White potatoes, baked or boiled","['Potato, NFS', 'Potato, baked, NFS', 'Potato, baked, peel not eaten', 'Potato, boiled, NFS', 'Potato, boiled, ready-to-heat', 'Potato, boiled, from fresh, peel not eaten, NS as to fat', 'Potato, boiled, from fresh, peel not eaten, no added fat', 'Potato, boiled, from fresh, peel not eaten, fat added, NS as to fat type', 'Potato, boiled, from fresh, peel not eaten, made with oil', 'Potato, boiled, from fresh, peel not eaten, made with butter', 'Potato, boiled, from fresh, peel not eaten, made with margarine', 'Potato, boiled, from fresh, peel eaten, NS as to fat', 'Potato, boiled, from fresh, peel eaten, fat added, NS as to fat type', 'Potato, boiled, from fresh,  peel eaten, no added fat', 'Potato, boiled, from fresh, peel eaten, made with oil', 'Potato, boiled, from fresh, peel eaten, made with butter', 'Potato, boiled, from fresh, peel eaten, made with margarine', 'Potato, canned, NS as to fat', 'Potato, canned, fat added, NS as to fat type', 'Potato, canned, no added fat', 'Potato, roasted, NFS', 'Potato, roasted, from fresh, peel eaten, NS as to fat', 'Potato, roasted, from fresh, peel eaten, no added fat', 'Potato, roasted, from fresh, peel eaten, fat added, NS as to fat type', 'Potato, roasted, from fresh, peel eaten, made with oil', 'Potato, roasted, from fresh, peel eaten, made with butter', 'Potato, roasted, from fresh, peel eaten, made with margarine', 'Potato, roasted, from fresh, peel not eaten, NS as to fat', 'Potato, roasted, from fresh, peel not eaten, fat added, NS as to fat type', 'Potato, roasted, from fresh, peel not eaten, no added fat', 'Potato, roasted, from fresh, peel not eaten, made with oil', 'Potato, roasted, from fresh, peel not eaten, made with butter', 'Potato, roasted, from fresh, peel not eaten, made with margarine', 'Potato, roasted, ready-to-heat', 'Potato only from Puerto Rican mixed dishes, gravy and other components reported separately', 'Potato, baked, peel not eaten, with butter', 'Potato, baked, peel not eaten, with sour cream', 'Potato, baked, peel not eaten, with cheese', 'Potato, baked, peel not eaten, with meat', 'Potato, baked, peel not eaten, with chili', 'Potato, baked, peel not eaten, with vegetables', 'Potato, baked, peel eaten', 'Potato, baked, peel eaten, with butter', 'Potato, baked, peel eaten, with sour cream', 'Potato, baked, peel eaten, with cheese', 'Potato, baked, peel eaten, with meat', 'Potato, baked, peel eaten, with chili', 'Potato, baked, peel eaten, with vegetables']","[2344876, 2344877, 2344878, 2344879, 2344880, 2344881, 2344882, 2344883, 2344884, 2344885, 2344886, 2344887, 2344888, 2344889, 2344890, 2344891, 2344892, 2344893, 2344894, 2344895, 2344896, 2344897, 2344898, 2344899, 2344900, 2344901, 2344902, 2344903, 2344904, 2344905, 2344906, 2344907, 2344908, 2344909, 2344911, 2345012, 2345013, 2345014, 2345015, 2345016, 2345017, 2345018, 2345019, 2345020, 2345021, 2345022, 2345023, 2345024]"
,,,6804,44,French fries and other fried white potatoes,"['Potato, french fries, NFS', 'Potato, french fries, NS as to fresh or frozen', 'Potato, french fries, from fresh, fried', 'Potato, french fries, from fresh, baked', 'Potato, french fries, from frozen, baked', 'Potato, french fries, fast food', 'Potato, french fries, restaurant', 'Potato, french fries, from frozen, fried', 'Potato, french fries, school', 'Potato, french fries, with cheese, fast food / restaurant', 'Potato, french fries, with cheese, school', 'Potato, french fries, with chili, fast food / restaurant', 'Potato, french fries, with chili and cheese, fast food / restaurant', 'Potato, french fries, with cheese', 'Potato, french fries, with chili and cheese', 'Potato, french fries, with chili', 'Potato, home fries, NFS', 'Potato, home fries, from restaurant / fast food', 'Potato, home fries, from fresh', 'Potato, home fries, ready-to-heat', 'Potato, home fries, with vegetables', 'Potato, hash brown, NFS', 'Potato, hash brown, from fast food', 'Potato, hash brown, from fast food, with cheese', 'Potato, hash brown, from restaurant', 'Potato, hash brown, from restaurant, with cheese', 'Potato, hash brown, from school lunch', 'Potato, hash brown, from fresh', 'Potato, hash brown, from fresh, with cheese', 'Potato, hash brown, from dry mix', 'Potato, hash brown, ready-to-heat', 'Potato, hash brown, ready-to-heat, with cheese', 'Potato skins without topping', 'Potato skins, with cheese', 'Potato skins, with cheese and bacon', 'Potato skins, NFS', 'Potato patty', 'Potato tots, NFS', 'Potato tots, fast food / restaurant', 'Potato tots, school', 'Potato tots, from fresh, fried or baked', 'Potato tots, frozen, baked', 'Potato tots, frozen, fried', 'Potato tots, frozen, NS as to fried or baked']","[2344950, 2344951, 2344952, 2344953, 2344954, 2344955, 2344956, 2344957, 2344958, 2344959, 2344960, 2344961, 2344962, 2344963, 2344964, 2344965, 2344966, 2344967, 2344968, 2344969, 2344970, 2344971, 2344972, 2344973, 2344974, 2344975, 2344976, 2344977, 2344978, 2344979, 2344980, 2344981, 2344982, 2344983, 2344984, 2344985, 2345004, 2345005, 2345006, 2345007, 2345008, 2345009, 2345010, 2345011]"
,,,6806,56,Mashed potatoes and white potato mixtures,"['Stewed potatoes, Puerto Rican style', 'Potato from Puerto Rican style stuffed pot roast, with gravy', 'Potato from Puerto Rican beef stew, with gravy', 'Potato from Puerto Rican chicken fricassee, with sauce', 'Potato, scalloped, NFS', 'Potato, scalloped, from fast food or restaurant', 'Potato, scalloped, from fresh', 'Potato, scalloped, from fresh, with meat', 'Potato, scalloped, from dry mix', 'Potato, scalloped, from dry mix, with meat', 'Potato, scalloped, ready-to-heat', 'Potato, scalloped, ready-to-heat, with meat', 'Potato, mashed, NFS', 'Potato, mashed, from fast food', 'Potato, mashed, from fast food, with gravy', 'Potato, mashed, ready-to-heat', 'Potato, mashed, from fresh, made with milk', 'Potato, mashed, from fresh, made with milk, with cheese', 'Potato, mashed, from fresh, made with milk, with gravy', 'Potato, mashed, from fresh, NFS', 'Potato, mashed, from restaurant', 'Potato, mashed, from restaurant, with gravy', 'Potato, mashed, from school lunch', 'Potato, mashed, from dry mix, NFS', 'Potato, mashed, from dry mix, made with milk', 'Potato, mashed, from dry mix, made with milk, with cheese', 'Potato, mashed, from dry mix, made with milk, with gravy', 'Potato, mashed, ready-to-heat, NFS', 'Potato, mashed, ready-to-heat, with cheese', 'Potato, mashed, ready-to-heat, with gravy', 'Potato salad with egg, from restaurant', 'Potato salad with egg, made with mayonnaise', 'Potato salad with egg, made with light mayonnaise', 'Potato salad with egg, made with mayonnaise-type salad dressing', 'Potato salad with egg, made with light mayonnaise-type salad dressing', 'Potato salad with egg, made with creamy dressing', 'Potato salad with egg, made with light creamy dressing', 'Potato salad with egg, made with Italian dressing', 'Potato salad with egg, made with light Italian dressing', 'Potato salad with egg, made with any type of fat free dressing', 'Potato salad, German style', 'Potato salad, from restaurant', 'Potato salad, made with mayonnaise', 'Potato salad, made with light mayonnaise', 'Potato salad, made with mayonnaise-type salad dressing', 'Potato salad, made with light mayonnaise-type salad dressing', 'Potato salad, made with creamy dressing', 'Potato salad, made with light creamy dressing', 'Potato salad, made with Italian dressing', 'Potato salad, made with light Italian dressing', 'Potato salad, made with any type of fat free dressing', 'Potato pancake', 'Lefse', 'Stewed potatoes', 'Stewed potatoes with tomatoes', 'Fried stuffed potatoes, Puerto Rican style']","[2344910, 2344912, 2344913, 2344914, 2344942, 2344943, 2344944, 2344945, 2344946, 2344947, 2344948, 2344949, 2344986, 2344987, 2344988, 2344989, 2344990, 2344991, 2344992, 2344993, 2344994, 2344995, 2344996, 2344997, 2344998, 2344999, 2345000, 2345001, 2345002, 2345003, 2345025, 2345026, 2345027, 2345028, 2345029, 2345030, 2345031, 2345032, 2345033, 2345034, 2345035, 2345036, 2345037, 2345038, 2345039, 2345040, 2345041, 2345042, 2345043, 2345044, 2345045, 2345046, 2345047, 2345048, 2345049, 2345686]"
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
RTD beverages,,,7302,113,Coffee,"['Coffee, NS as to type', 'Coffee, NS as to brewed or instant', 'Coffee, brewed', 'Coffee, brewed, blend of regular and decaffeinated', 'Coffee, Turkish', 'Coffee, espresso', 'Coffee, espresso, decaffeinated', 'Coffee, brewed, flavored', 'Coffee, Cuban', 'Coffee, macchiato', 'Coffee, macchiato, sweetened', 'Coffee, cafe con leche', 'Coffee, cafe con leche, decaffeinated', 'Coffee, Latte', 'Coffee, Latte, nonfat', 'Coffee, Latte, with non-dairy milk', 'Coffee, Latte, flavored', 'Coffee, Latte, nonfat, flavored', 'Coffee, Latte, with non-dairy milk, flavored', 'Coffee, Latte, decaffeinated', 'Coffee, Latte, decaffeinated, nonfat', 'Coffee, Latte, decaffeinated, with non-dairy milk', 'Coffee, Latte, decaffeinated, flavored', 'Coffee, Latte, decaffeinated, nonfat, flavored', 'Coffee, Latte, decaffeinated, with non-dairy milk, flavored', 'Frozen coffee drink', 'Frozen coffee drink, nonfat', 'Frozen coffee drink, with non-dairy milk', 'Frozen coffee drink, with whipped cream', 'Frozen coffee drink, nonfat, with whipped cream', 'Frozen coffee drink, with non-dairy milk and whipped cream', 'Frozen coffee drink, decaffeinated', 'Frozen coffee drink, decaffeinated, nonfat', 'Frozen coffee drink, decaffeinated, with non-dairy milk', 'Frozen coffee drink, decaffeinated, with whipped cream', 'Frozen coffee drink, decaffeinated, nonfat, with whipped cream', 'Frozen coffee drink, decaffeinated, with non-dairy milk and whipped cream', 'Coffee, Cafe Mocha', 'Coffee, Cafe Mocha, nonfat', 'Coffee, Cafe Mocha, with non-dairy milk', 'Coffee, Cafe Mocha, decaffeinated', 'Coffee, Cafe Mocha, decaffeinated, nonfat', 'Coffee, Cafe Mocha, decaffeinated, with non-dairy milk', 'Frozen mocha coffee drink', 'Frozen mocha coffee drink, nonfat', 'Frozen mocha coffee drink, with non-dairy milk', 'Frozen mocha coffee drink, with whipped cream', 'Frozen mocha coffee drink, nonfat, with whipped cream', 'Frozen mocha coffee drink, with non-dairy milk and whipped cream', 'Frozen mocha coffee drink, decaffeinated', 'Frozen mocha coffee drink, decaffeinated, nonfat', 'Frozen mocha coffee drink, decaffeinated, with non-dairy milk', 'Frozen mocha coffee drink, decaffeinated, with whipped cream', 'Frozen mocha coffee drink, decaffeinated, nonfat, with whipped cream', 'Frozen mocha coffee drink, decaffeinated, with non-dairy milk and whipped cream', 'Iced Coffee, brewed', 'Iced Coffee, brewed, decaffeinated', 'Iced Coffee, pre-lightened and pre-sweetened', 'Coffee, Iced Latte', 'Coffee, Iced Latte, nonfat', 'Coffee, Iced Latte, with non-dairy milk', 'Coffee, Iced Latte, flavored', 'Coffee, Iced Latte, nonfat, flavored', 'Coffee, Iced Latte, with non-dairy milk, flavored', 'Coffee, Iced Latte, decaffeinated', 'Coffee, Iced Latte, decaffeinated, nonfat', 'Coffee, Iced Latte, decaffeinated, with non-dairy milk', 'Coffee, Iced Latte, decaffeinated, flavored', 'Coffee, Iced Latte, decaffeinated, nonfat, flavored', 'Coffee, Iced Latte, decaffeinated, with non-dairy milk, flavored', 'Coffee, Iced Cafe Mocha', 'Coffee, Iced Cafe Mocha, nonfat', 'Coffee, Iced Cafe Mocha, with non-dairy milk', 'Coffee, Iced Cafe Mocha, decaffeinated', 'Coffee, Iced Cafe Mocha, decaffeinated, nonfat', 'Coffee, Iced Cafe Mocha, decaffeinated, with non-dairy milk', 'Coffee, instant, reconstituted', 'Coffee, instant, 50% less caffeine, reconstituted', 'Coffee, NS as to brewed or instant, decaffeinated', 'Coffee, brewed, decaffeinated', 'Coffee, instant, decaffeinated, reconstituted', 'Coffee, instant, pre-lightened and pre-sweetened with sugar, reconstituted', 'Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, reconsitituted', 'Coffee, instant, pre-sweetened with sugar, reconstituted', 'Coffee, mocha, instant, pre-lightened and pre-sweetened with sugar, reconstituted', 'Coffee, mocha, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted', 'Coffee, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted', 'Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted', 'Coffee, mocha, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted', 'Coffee, pre-lightened and pre-sweetened with sugar', 'Coffee, decaffeinated, pre-lightened and pre-sweetened with sugar', 'Coffee, pre-lightened and pre-sweetened with low calorie sweetener', 'Coffee, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener', 'Coffee, pre-lightened', 'Coffee, decaffeinated, pre-lightened', 'Coffee, pre-sweetened with sugar', 'Coffee, decaffeinated, pre-sweetened with sugar', 'Coffee, pre-sweetened with low calorie sweetener', 'Coffee, decaffeinated, pre-sweetened with low calorie sweetener', 'Coffee and chicory, brewed', 'Coffee and chicory, brewed, decaffeinated', 'Coffee, Cappuccino', 'Coffee, Cappuccino, nonfat', 'Coffee, Cappuccino, with non-dairy milk', 'Coffee, Cappuccino, decaffeinated', 'Coffee, Cappuccino, decaffeinated, nonfat', 'Coffee, Cappuccino, decaffeinated, with non-dairy milk', 'Coffee, bottled/canned', 'Coffee, bottled/canned, light', 'Coffee substitute', 'Chicory beverage', 'Cereal beverage', 'Cereal beverage with beet roots, from powdered instant']","[2345933, 2345934, 2345935, 2345936, 2345937, 2345938, 2345939, 2345940, 2345941, 2345942, 2345943, 2345944, 2345945, 2345946, 2345947, 2345948, 2345949, 2345950, 2345951, 2345952, 2345953, 2345954, 2345955, 2345956, 2345957, 2345958, 2345959, 2345960, 2345961, 2345962, 2345963, 2345964, 2345965, 2345966, 2345967, 2345968, 2345969, 2345970, 2345971, 2345972, 2345973, 2345974, 2345975, 2345976, 2345977, 2345978, 2345979, 2345980, 2345981, 2345982, 2345983, 2345984, 2345985, 2345986, 2345987, 2345988, 2345989, 2345990, 2345991, 2345992, 2345993, 2345994, 2345995, 2345996, 2345997, 2345998, 2345999, 2346000, 2346001, 2346002, 2346003, 2346004, 2346005, 2346006, 2346007, 2346008, 2346009, 2346010, 2346011, 2346012, 2346013, 2346014, 2346015, 2346016, 2346017, 2346018, 2346019, 2346020, 2346021, 2346022, 2346023, 2346024, 2346025, 2346026, 2346027, 2346028, 2346029, 2346030, 2346031, 2346032, 2346033, 2346034, 2346035, 2346036, 2346037, 2346038, 2346039, 2346040, 2346041, 2346053, 2346054, 2346055, 2346056]"
